step,max_speed_change
2.000000,1.740682
3.000000,0.812875
4.000000,0.997848
5.000000,0.874241
6.000000,0.726946
7.000000,0.724838
8.000000,0.634304
9.000000,0.541126
10.000000,0.494807
11.000000,0.482534
12.000000,0.432193
13.000000,0.380122
14.000000,0.369397
15.000000,0.362670
16.000000,0.335016
17.000000,0.311295
18.000000,0.307637
19.000000,0.289723
20.000000,0.274064
21.000000,0.263386
22.000000,0.263465
23.000000,0.252834
24.000000,0.236599
25.000000,0.237027
26.000000,0.229535
27.000000,0.233995
28.000000,0.234509
29.000000,0.228796
30.000000,0.228056
31.000000,0.231870
32.000000,0.232109
33.000000,0.226533
34.000000,0.225273
35.000000,0.227953
36.000000,0.227335
37.000000,0.221789
38.000000,0.221426
39.000000,0.223397
40.000000,0.222482
41.000000,0.216054
42.000000,0.217731
43.000000,0.218367
44.000000,0.216362
45.000000,0.210382
46.000000,0.213001
47.000000,0.212464
48.000000,0.209381
49.000000,0.206326
50.000000,0.207502
51.000000,0.205986
52.000000,0.201968
53.000000,0.201556
54.000000,0.201572
55.000000,0.199360
56.000000,0.194902
57.000000,0.196527
58.000000,0.195679
59.000000,0.193102
60.000000,0.190912
61.000000,0.191731
62.000000,0.190344
63.000000,0.187648
64.000000,0.187458
65.000000,0.187616
66.000000,0.185888
67.000000,0.183236
68.000000,0.184706
69.000000,0.184203
70.000000,0.181812
71.000000,0.181545
72.000000,0.181953
73.000000,0.180283
74.000000,0.178011
75.000000,0.179384
76.000000,0.178332
77.000000,0.175260
78.000000,0.176175
79.000000,0.175660
80.000000,0.172987
81.000000,0.172218
82.000000,0.172471
83.000000,0.170110
84.000000,0.167422
85.000000,0.168547
86.000000,0.166788
87.000000,0.162879
88.000000,0.163915
89.000000,0.162951
90.000000,0.159535
91.000000,0.158633
92.000000,0.158614
93.000000,0.155975
94.000000,0.153029
95.000000,0.153559
96.000000,0.151828
97.000000,0.148739
98.000000,0.148191
99.000000,0.147510
100.000000,0.146070
101.000000,0.143357
102.000000,0.143187
103.000000,0.142593
104.000000,0.140872
105.000000,0.138391
106.000000,0.138518
107.000000,0.137666
108.000000,0.135808
109.000000,0.134047
110.000000,0.133891
111.000000,0.132916
112.000000,0.131037
113.000000,0.129777
114.000000,0.129474
115.000000,0.128447
116.000000,0.126613
117.000000,0.125673
118.000000,0.125306
119.000000,0.124241
120.000000,0.122478
121.000000,0.121718
122.000000,0.121358
123.000000,0.120257
124.000000,0.118588
125.000000,0.117919
126.000000,0.117604
127.000000,0.116547
128.000000,0.114974
129.000000,0.114314
130.000000,0.114057
131.000000,0.113094
132.000000,0.112216
133.000000,0.112994
134.000000,0.113455
135.000000,0.113545
136.000000,0.112709
137.000000,0.112879
138.000000,0.113318
139.000000,0.113406
140.000000,0.112459
141.000000,0.111210
142.000000,0.110843
143.000000,0.111650
144.000000,0.111691
145.000000,0.110724
146.000000,0.109444
147.000000,0.107889
148.000000,0.107177
149.000000,0.108502
150.000000,0.108208
151.000000,0.107201
152.000000,0.105728
153.000000,0.103893
154.000000,0.104974
155.000000,0.105133
156.000000,0.104392
157.000000,0.103037
158.000000,0.101315
159.000000,0.101386
160.000000,0.101796
161.000000,0.101228
162.000000,0.100070
163.000000,0.098481
164.000000,0.098390
165.000000,0.098899
166.000000,0.099213
167.000000,0.099221
168.000000,0.098647
169.000000,0.098260
170.000000,0.098787
171.000000,0.099183
172.000000,0.099463
173.000000,0.099597
174.000000,0.099149
175.000000,0.097338
176.000000,0.098367
177.000000,0.099114
178.000000,0.098627
179.000000,0.097887
180.000000,0.096998
181.000000,0.095946
182.000000,0.094689
183.000000,0.095097
184.000000,0.095313
185.000000,0.094895
186.000000,0.094085
187.000000,0.092974
188.000000,0.091658
189.000000,0.091517
190.000000,0.091793
191.000000,0.091415
192.000000,0.090621
193.000000,0.089542
194.000000,0.088202
195.000000,0.088157
196.000000,0.088248
197.000000,0.087816
198.000000,0.086999
199.000000,0.085871
200.000000,0.084782
201.000000,0.085045
202.000000,0.085103
203.000000,0.084772
204.000000,0.083776
205.000000,0.084249
206.000000,0.084639
207.000000,0.084941
208.000000,0.085124
209.000000,0.085007
210.000000,0.084594
211.000000,0.084410
212.000000,0.084058
213.000000,0.085115
214.000000,0.084980
