step,max_speed_change
2.000000,131.783142
3.000000,115.283478
4.000000,170.245789
5.000000,139.737335
6.000000,135.333771
7.000000,132.214279
8.000000,118.613159
9.000000,162.940826
10.000000,126.935120
11.000000,125.731148
12.000000,113.775612
13.000000,110.906998
14.000000,90.868866
15.000000,114.573807
16.000000,128.502228
17.000000,119.306908
18.000000,123.117371
19.000000,134.407700
20.000000,121.438202
21.000000,141.640976
22.000000,129.934448
23.000000,138.225876
24.000000,115.466827
25.000000,148.254425
26.000000,161.811646
27.000000,142.405014
28.000000,144.076080
29.000000,162.556595
30.000000,131.190231
31.000000,113.666893
32.000000,110.206665
33.000000,112.942703
34.000000,144.447021
35.000000,97.446098
36.000000,109.507431
37.000000,102.780167
38.000000,169.992493
39.000000,152.958694
40.000000,162.801483
41.000000,179.955444
42.000000,134.380295
43.000000,155.661270
44.000000,140.734680
45.000000,138.154480
46.000000,128.156891
47.000000,134.130508
48.000000,144.299927
49.000000,131.896851
50.000000,110.881561
51.000000,126.911369
52.000000,141.820190
53.000000,200.418152
54.000000,130.018463
55.000000,153.891388
56.000000,104.384918
57.000000,121.941208
58.000000,130.245331
59.000000,125.064171
60.000000,115.714592
61.000000,121.833977
62.000000,98.037605
63.000000,111.527687
64.000000,136.219818
65.000000,148.717346
66.000000,133.681366
67.000000,120.491364
68.000000,103.350189
69.000000,97.404488
70.000000,155.596436
71.000000,115.655533
72.000000,155.126129
73.000000,158.878387
74.000000,145.053131
75.000000,168.442551
76.000000,147.866943
77.000000,127.469833
78.000000,141.804550
79.000000,111.524338
80.000000,123.345413
81.000000,127.940933
82.000000,120.722534
83.000000,142.046646
84.000000,126.873184
85.000000,116.122711
86.000000,98.937180
87.000000,125.565468
88.000000,149.741486
89.000000,117.234489
90.000000,151.786346
91.000000,136.307617
92.000000,140.367798
93.000000,147.433319
94.000000,143.285110
95.000000,120.097351
96.000000,117.086510
97.000000,121.096855
98.000000,164.532593
99.000000,155.742920
100.000000,103.435898
101.000000,106.696579
102.000000,117.672554
103.000000,104.273125
104.000000,104.029137
105.000000,99.398590
106.000000,119.352379
107.000000,140.448944
108.000000,134.156128
109.000000,153.358887
110.000000,136.681305
111.000000,151.914642
112.000000,116.664276
113.000000,122.193253
114.000000,146.957489
115.000000,121.180145
116.000000,103.040787
117.000000,135.130661
118.000000,160.555573
119.000000,141.904144
120.000000,124.077423
121.000000,142.460312
122.000000,116.199677
123.000000,140.478119
124.000000,112.368034
125.000000,118.435318
126.000000,112.887505
